index,price
574,360248.066667
575,352584.0
576,340254.0
577,337252.9
578,346783.5
579,347017.3
580,389792.933333
581,448179.4
582,450693.666667
583,467669.733333
584,363514.666667
585,376454.4
586,389600.0
587,456105.466667
588,423683.3
589,403819.733333
590,395684.8
591,457994.366667
592,581075.833333
593,490504.666667
594,477507.2
595,486559.166667
596,478411.5
597,459499.333333
598,538346.3
599,440003.666667
600,502331.5
601,509813.333333
602,457727.0
603,452294.333333
604,487088.433333
605,390276.266667
606,429597.0
607,406753.6
608,413828.066667
609,406840.2
610,479680.666667
611,450776.0
612,469677.6
613,541545.0
614,577117.2
615,609704.333333
616,601700.866667
617,603958.333333
618,544683.333333
619,603958.333333
620,571753.0
621,547130.133333
622,485138.7
623,247102.4
624,344218.266667
625,354889.733333
626,380079.2
627,433758.2
628,329509.866667
629,324982.666667
630,244667.733333
631,306164.0
632,297840.833333
633,283202.833333
634,412043.733333
635,392355.466667
636,364637.7
637,297159.4
638,290329.166667
639,402806.666667
640,421619.933333
641,498281.233333
642,384828.533333
643,348863.666667
644,364490.0
645,651462.2
646,683066.1
647,458371.0
648,478400.933333
649,696090.333333
650,636513.0
651,422152.033333
652,859897.166667
653,970774.233333
654,695498.8
655,619374.6
656,636876.6
657,743611.0
658,624412.733333
659,753250.0
660,440630.266667
661,363031.5
662,556704.3
663,517340.266667
664,275488.4
665,439449.0
666,402923.733333
667,411621.6
668,410568.3
669,392763.033333
670,420574.0
671,405895.2
672,399441.0
673,397401.466667
674,410022.4
675,423644.533333
676,385923.6
677,450806.4
678,460105.2
679,368312.0
680,370136.0
681,406761.333333
682,368312.0
683,383330.133333
684,476469.766667
685,453251.4
686,524052.4
687,469164.0
688,443762.933333
689,484226.4
690,491828.7
691,485280.1
692,493395.833333
693,511073.4
694,509017.6
695,464570.233333
696,469371.0
697,757086.0
698,643709.833333
699,628997.2
700,550363.1
701,617805.3
702,364967.633333
703,410930.266667
704,426738.933333
705,477094.5
706,457065.6
707,431795.0
708,446985.9
709,436445.9
710,485050.8
711,443439.5
712,408998.5
713,429995.733333
714,471330.2
715,385458.0
716,523921.2
717,519373.566667
718,471061.1
719,379290.0
720,471061.1
721,500885.6
722,375223.333333
723,503017.666667
724,512131.666667
725,503682.3
726,498011.9
727,501837.3
728,388497.0
729,426249.0
730,467712.666667
731,410648.333333
732,442706.0
733,432614.933333
734,456459.666667
735,442706.0
736,485323.666667
737,456596.6
738,488710.4
739,472404.6
740,539194.566667
741,517785.4
742,593288.266667
743,573204.666667
744,596824.566667
745,583464.533333
746,558075.833333
747,450408.0
748,443039.666667
749,603111.133333
750,445723.666667
751,415371.0
752,445382.666667
753,461233.666667
754,611887.4
755,328644.0
756,356879.5
757,311856.0
758,347048.0
759,303640.0
760,309856.0
761,352529.433333
762,313112.0
763,356349.5
764,359889.833333
765,351353.166667
766,359428.333333
767,410179.8
768,351142.533333
769,313842.0
770,312570.0
771,326870.0
772,720752.8
773,770972.266667
774,513806.533333
775,571052.533333
776,639745.333333
777,597280.833333
778,715776.0
779,804872.1
780,766732.2
781,771484.933333
782,857915.666667
783,365785.6
784,370483.2
785,371481.6
786,368977.7
787,393284.166667
788,361913.333333
789,345080.0
790,380497.3
791,353355.0
792,315058.133333
793,428105.333333
794,429773.666667
795,447769.666667
796,450274.0
797,391457.0
798,433712.0
799,432769.333333
800,415512.0
801,417877.533333
802,511510.4
803,498466.666667
804,500552.9
805,504296.633333
806,281261.666667
807,360332.0
808,356587.466667
809,354363.0
810,351881.6
811,348855.6
812,366627.666667
813,335904.0
814,496763.2
815,368765.366667
816,406191.0
817,461483.333333
818,422598.2
819,440017.1
820,452005.2
821,397221.6
822,423804.1
823,448054.833333
824,418124.9
825,456647.333333
826,448609.0
827,436857.5
828,539547.0
829,522411.0
830,441110.366667
831,382710.0
832,395940.2
833,412618.666667
834,399772.0
835,355597.9
836,446460.8
837,430834.5
838,441833.6
839,422282.466667
840,433065.466667
841,430977.466667
842,410198.2
843,334016.0
844,336825.0
845,334016.0
846,343119.5
847,361102.666667
848,346848.166667
849,334728.0
850,345459.0
851,370272.4
852,377134.8
853,363192.633333
854,375585.333333
855,341220.066667
856,358796.666667
857,492633.0
858,486101.7
859,504249.0
860,367827.0
861,429898.333333
862,388143.466667
863,427144.666667
864,431541.0
865,443391.666667
866,455161.666667
867,506915.8
868,427823.0
869,435389.0
870,507825.766667
871,459778.0
872,438065.666667
873,412984.0
874,434408.333333
875,431372.666667
876,389385.333333
877,449583.566667
878,464240.7
879,483736.0
880,501405.866667
881,577616.0
882,560017.266667
883,550737.1
884,597215.666667
885,590132.0
886,582928.933333
887,309079.466667
888,339379.433333
889,379376.133333
890,343411.466667
891,330765.6
892,317792.166667
893,336290.866667
894,589686.366667
895,611722.533333
896,544701.5
897,467830.666667
898,446103.9
899,600562.1
900,329457.433333
901,369742.1
902,365486.9
903,661333.4
904,677060.8
905,621281.5
906,680957.1
907,273343.5
908,338946.3
909,305898.0
910,326115.333333
911,314110.0
912,362629.933333
913,327866.866667
914,342067.5
915,343623.666667
916,378781.0
917,321357.333333
918,309459.6
919,298948.0
920,318959.4
921,316535.466667
922,305504.066667
923,301796.266667
924,335610.5
925,303255.4
926,339749.433333
927,325945.333333
928,322917.933333
929,447560.533333
930,481008.5
931,421011.5
932,401649.466667
933,439747.0
934,482070.9
935,441571.3
936,445674.666667
937,404680.0
938,386413.333333
939,405809.6
940,444272.5
941,424719.866667
942,410806.2
943,424242.0
944,380766.4
945,418499.466667
946,443981.0
947,428984.4
948,400811.166667
949,418284.4
950,429919.8
951,443246.766667
952,419684.1
953,440664.9
954,449608.733333
955,413566.4
956,445622.633333
957,403893.333333
958,443632.8
959,380004.8
960,415816.266667
961,495820.2
962,570724.133333
963,504278.866667
964,505126.4
965,741957.6
966,700201.466667
967,532980.8
968,493744.533333
969,497471.333333
970,516270.833333
971,475922.766667
972,500485.833333
973,509012.0
974,543274.666667
975,554692.0
976,535177.4
977,501680.0
978,532788.0
979,507967.333333
980,551859.333333
981,684331.2
982,672803.066667
983,602010.933333
984,586824.466667
985,599145.6
986,622659.766667
987,649364.2
988,726573.866667
989,227771.0
990,307863.833333
991,300388.833333
992,320394.0
993,340424.766667
994,312677.2
995,314341.333333
996,279699.2
997,295467.766667
998,315644.666667
999,276639.0
1000,274535.8
1001,290847.0
1002,280297.333333
1003,315018.366667
1004,409846.533333
1005,372710.866667
1006,384089.6
1007,291771.6
1008,311534.166667
1009,296170.333333
1010,410369.166667
1011,542508.633333
1012,708350.033333
1013,690547.433333
1014,616376.366667
1015,622882.2
1016,734376.066667
1017,678357.5
1018,768932.166667
1019,858164.266667
1020,596204.7
1021,881330.1
1022,262709.966667
1023,237081.0
1024,248310.933333
1025,279501.6
1026,326254.933333
1027,293390.066667
1028,311004.633333
1029,319803.0
1030,402787.0
1031,413602.0
1032,375760.4
1033,332254.8
1034,351883.0
1035,381884.6
1036,417720.866667
1037,411108.266667
1038,415941.1
1039,338529.1
1040,334943.7
1041,358314.333333
1042,351689.2
1043,352166.8
1044,365036.1
1045,363580.8
1046,376873.333333
1047,338380.466667
1048,333222.0
1049,358021.133333
1050,355742.2
1051,352527.033333
1052,369810.0
1053,356802.8
1054,360612.0
1055,373329.666667
1056,361378.0
1057,347538.1
1058,337360.933333
1059,345663.5
1060,349909.0
1061,345111.433333
1062,351288.366667
1063,317010.4
1064,313731.6
1065,349520.866667
1066,379660.2
1067,335829.2
1068,368170.4
1069,327902.4
1070,343600.833333
1071,414433.333333
1072,423128.2
1073,430802.333333
1074,424286.5
1075,387093.3
1076,402705.733333
1077,484004.166667
1078,447057.0
1079,441601.4
1080,439054.166667
1081,441435.866667
1082,422556.0
1083,409181.666667
1084,397405.9
1085,424302.433333
1086,399855.0
1087,400794.166667
1088,437592.466667
1089,430748.0
1090,428403.966667
1091,427602.7
1092,430863.0
1093,424254.233333
1094,428492.466667
1095,415576.0
1096,418708.0
1097,476077.0
1098,441311.2
1099,579184.9
1100,577171.2
1101,592590.833333
1102,542285.333333
1103,535353.5
1104,530762.833333
1105,242205.1
1106,277604.266667
1107,277604.266667
1108,273625.6
1109,274035.2
1110,303920.466667
1111,319357.2
1112,301280.733333
1113,305099.533333
1114,287036.933333
1115,299116.0
1116,269204.6
1117,280194.133333
1118,287747.1
1119,277157.133333
1120,282862.833333
1121,279606.633333
1122,301535.733333
1123,294990.8
1124,293333.866667
1125,278422.533333
1126,336270.766667
1127,336270.766667
1128,279394.133333
1129,356733.866667
1130,309078.0
1131,332976.8
1132,379610.4
1133,404712.0
1134,328846.0
1135,299894.0
1136,363074.4
1137,383502.0
1138,363109.2
1139,303128.0
1140,387264.8
1141,381191.5
1142,322641.2
1143,404192.0
1144,392777.0
1145,384400.0
1146,318194.8
1147,374250.933333
1148,425440.9
1149,327166.633333
1150,336888.066667
1151,361603.666667
1152,324002.0
1153,353217.2
1154,380125.2
1155,406310.666667
1156,339642.8
1157,398729.066667
1158,385158.2
1159,389590.733333
1160,453722.066667
1161,450749.9
1162,508048.666667
1163,416320.666667
1164,438028.066667
1165,514189.4
1166,433018.666667
1167,482201.133333
1168,450963.133333
1169,670989.5
1170,549814.533333
1171,567777.533333
1172,671815.066667
1173,633742.2
1174,589352.066667
1175,255579.866667
1176,252188.933333
1177,247067.333333
1178,443209.666667
1179,436837.333333
1180,340403.866667
1181,328587.333333
1182,317747.5
1183,299787.066667
1184,303008.0
1185,364301.633333
1186,328765.233333
1187,378254.366667
1188,376276.066667
1189,316923.4
1190,291831.066667
1191,320309.133333
1192,328387.1
1193,427322.133333
1194,323679.233333
1195,312202.133333
1196,302417.9
1197,322792.933333
1198,278530.266667
1199,292350.033333
1200,290561.133333
1201,436801.4
1202,447028.0
1203,447028.0
1204,467672.8
1205,445847.733333
1206,422131.066667
1207,429120.6
1208,488668.5
1209,557707.0
1210,621575.5
1211,635169.0
1212,576782.266667
1213,646944.0
1214,671996.966667
1215,798550.8
1216,235542.0
1217,234553.5
1218,479478.7
1219,285120.733333
1220,356810.4
1221,341888.133333
1222,356906.733333
1223,330636.4
1224,303688.666667
1225,308249.133333
1226,293685.566667
1227,278649.133333
1228,347961.533333
1229,290108.4
1230,316508.266667
1231,290081.2
1232,324471.266667
1233,329246.4
1234,295734.266667
1235,312916.333333
1236,300217.733333
1237,303259.6
1238,287905.7
1239,267300.0
1240,301561.866667
1241,303259.6
1242,295983.666667
1243,334649.033333
1244,281688.333333
1245,269700.166667
1246,308548.4
1247,308548.4
1248,299676.0
1249,304694.0
1250,425245.466667
1251,386881.466667
1252,610487.466667
1253,543885.6
1254,439079.2
1255,583945.466667
1256,398482.666667
1257,395612.7
1258,378532.0
1259,420280.8
1260,363988.8
1261,395182.666667
1262,535335.5
1263,463060.5
1264,393936.0
1265,401696.4
1266,408760.8
1267,335638.8
1268,413161.233333
1269,482472.0
1270,435399.466667
1271,466332.533333
1272,386506.4
1273,549087.333333
1274,643716.733333
1275,547731.6
1276,492675.7
1277,493538.833333
1278,465797.566667
1279,493756.633333
1280,497955.333333
1281,581854.0
1282,678212.866667
1283,520989.7
1284,587096.0
1285,764158.9
1286,418843.733333
1287,388413.866667
1288,413430.2
1289,531400.8
1290,510820.8
1291,546991.8
1292,627102.8
1293,577801.0
1294,572308.533333
1295,634315.0
1296,639066.933333
1297,601774.066667
1298,613059.2
1299,781238.833333
1300,788139.0
1301,747855.833333
1302,465984.4
1303,544131.0
1304,755544.166667
1305,733481.833333
1306,721224.533333
1307,815991.733333
1308,732488.633333
1309,777933.6
1310,987816.0
1311,804354.4
1312,830568.0
1313,831412.0
1314,826232.0
1315,659175.0
1316,740439.333333
1317,672671.266667
1318,718964.0
1319,809131.2
1320,809131.2
1321,274148.8
1322,288950.9
1323,277112.0
1324,273587.3
1325,290362.366667
1326,309327.766667
1327,285549.6
1328,272481.0
1329,265750.0
1330,265634.833333
1331,290867.733333
1332,285742.8
1333,292046.233333
1334,263642.766667
1335,290721.333333
1336,451741.0
1337,379207.5
1338,418066.7
1339,410479.033333
1340,345226.0
1341,362024.4
1342,346465.133333
1343,449505.866667
1344,428192.533333
1345,558542.366667
1346,508182.866667
1347,587382.4
1348,624066.633333
1349,263680.5
1350,327770.566667
1351,365124.5
1352,367176.333333
1353,349284.4
1354,377128.666667
1355,492732.0
1356,594257.9
1357,432449.566667
1358,322856.0
1359,281343.466667
1360,317387.7
1361,359024.0
1362,408324.466667
1363,327091.766667
1364,564075.866667
1365,696773.333333
1366,774296.666667
1367,561808.0
1368,796523.3
1369,461592.0
1370,694560.0
1371,750144.0
1372,556135.8
1373,546494.666667
1374,559838.533333
1375,415666.2
1376,495788.0
1377,675460.266667
1378,947764.833333
1379,968479.4
1380,842775.4
1381,867427.0
1382,818976.333333
1383,818976.333333
1384,784652.8
1385,820103.333333
1386,821401.766667
1387,747950.866667
1388,267498.666667
1389,284383.666667
1390,318981.566667
1391,407819.8
1392,396990.0
1393,357618.8
1394,353111.7
1395,425543.333333
1396,376410.066667
1397,413719.8
1398,396849.6
1399,390507.0
1400,342807.333333
1401,384072.333333
1402,366858.0
1403,415155.1
1404,467138.0
1405,415983.4
1406,602393.0
1407,433139.666667
1408,394661.666667
1409,425487.333333
1410,466744.666667
1411,607541.0
1412,598458.866667
1413,564976.2
1414,584102.4
1415,563961.666667
1416,404792.333333
1417,795789.733333
1418,803040.6
1419,757953.466667
1420,954134.333333
1421,396256.166667
1422,404782.466667
1423,455200.233333
1424,421370.133333
1425,449226.0
1426,835825.833333
1427,831054.2
1428,803817.6
1429,796758.9
1430,477032.966667
1431,632712.866667
1432,276200.066667
1433,275694.233333
1434,262192.133333
1435,270109.866667
1436,337951.466667
1437,330050.933333
1438,350072.966667
1439,334757.766667
1440,403855.466667
1441,396382.0
1442,325047.0
1443,320987.333333
1444,351298.8
1445,365639.933333
1446,439728.2
1447,369711.4
1448,335790.0
1449,354662.1
1450,347718.0
1451,356983.2
1452,332384.433333
1453,314124.8
1454,332560.8
1455,462172.6
1456,410286.0
1457,407741.6
1458,422144.2
1459,395490.1
1460,403583.7
1461,420732.0
1462,427781.7
1463,399021.333333
1464,411117.666667
1465,403527.666667
1466,405902.133333
1467,439956.4
1468,426195.0
1469,485599.333333
1470,396388.0
1471,405754.3
1472,538112.4
1473,522254.4
1474,611677.733333
1475,530606.266667
1476,554876.333333
1477,558659.266667
1478,399454.8
1479,316447.7
1480,364873.066667
1481,351908.566667
1482,421829.1
1483,347743.4
1484,358951.5
1485,350205.6
1486,350205.6
1487,313823.533333
1488,288868.266667
1489,274445.733333
1490,273342.133333
1491,277690.433333
1492,508629.2
1493,704690.0
1494,567416.133333
1495,529966.0
1496,681507.0
1497,530705.933333
1498,585363.566667
1499,547436.8
1500,430848.6
1501,380405.6
1502,715931.333333
1503,217486.5
1504,211645.0
1505,379520.6
1506,304633.366667
1507,316586.166667
1508,360391.666667
1509,263732.0
1510,237874.933333
1511,251697.6
1512,245018.8
1513,420704.0
1514,310509.333333
1515,412944.666667
1516,439416.433333
1517,238403.2
1518,408485.066667
1519,334536.8
1520,279586.133333
1521,295827.2
1522,291291.0
1523,302009.6
1524,565102.666667
1525,524614.666667
1526,394488.033333
1527,411180.9
1528,677875.2
1529,641332.333333
1530,365254.4
1531,387245.6
1532,737446.0
1533,673314.4
1534,345387.233333
1535,346244.833333
1536,346244.833333
1537,279512.833333
1538,287599.733333
1539,333904.0
1540,230579.866667
1541,230579.866667
1542,270429.866667
1543,264444.0
1544,281950.1
1545,273128.533333
1546,285544.533333
1547,267362.133333
1548,315262.2
1549,312198.6
1550,378711.0
1551,360181.833333
1552,377691.0
1553,380784.0
1554,437590.0
1555,412730.5
1556,380060.333333
1557,393954.0
1558,340597.6
1559,354388.9
1560,356022.6
1561,421474.933333
1562,327692.4
1563,416871.0
1564,394633.933333
1565,465712.0
1566,416994.933333
1567,405350.033333
1568,386596.933333
1569,382699.933333
1570,391818.4
1571,358491.5
1572,398303.333333
1573,356668.666667
1574,437184.0
1575,444957.333333
1576,435618.333333
1577,411444.0
1578,465676.566667
1579,520075.0
1580,568468.2
1581,485395.533333
1582,474845.6
1583,484224.0
1584,535590.4
1585,476121.266667
1586,495192.0
1587,507348.0
1588,440316.0
1589,594496.133333
1590,496812.0
1591,475720.0
1592,494689.666667
1593,640536.066667
1594,605995.133333
1595,585661.3
1596,755941.0
1597,835208.4
1598,568015.7
1599,519111.266667
1600,259682.833333
1601,315234.4
1602,280955.566667
1603,286291.0
1604,300197.333333
1605,281645.666667
1606,283865.6
1607,287916.866667
1608,292667.166667
1609,342773.6
1610,317593.166667
1611,268888.2
1612,279246.9
1613,271576.8
1614,263499.133333
1615,409893.733333
1616,314351.433333
1617,473116.133333
1618,462720.0
1619,449224.1
1620,517727.333333
1621,535340.3
1622,559745.833333
1623,496805.833333
1624,637250.533333
1625,795711.666667
1626,822302.4
1627,587119.533333
1628,750662.4
1629,181170.5
1630,229285.8
1631,256574.5
1632,265607.333333
1633,270066.0
1634,298886.333333
1635,297709.4
1636,316155.133333
1637,273229.266667
1638,368910.8
1639,390064.433333
1640,420153.333333
1641,315197.0
1642,352209.0
1643,342865.6
1644,337248.833333
1645,387202.2
1646,361712.866667
1647,369189.766667
1648,353986.966667
1649,457040.2
1650,418490.0
1651,419814.0
1652,442162.3
1653,425287.333333
1654,404491.966667
1655,418900.3
1656,397306.0
1657,366220.4
1658,437588.666667
1659,364459.833333
1660,352660.0
1661,349198.5
1662,374416.0
1663,347075.733333
1664,341456.266667
1665,327454.4
1666,356472.0
1667,338970.666667
1668,430192.666667
1669,420797.666667
1670,554843.866667
1671,392196.3
1672,392196.3
1673,490233.333333
1674,526669.0
1675,493577.333333
1676,474023.0
1677,465193.666667
1678,508894.4
1679,451828.666667
1680,475838.0
1681,420856.8
1682,410449.066667
1683,440932.8
1684,499378.0
1685,517446.0
1686,512541.333333
1687,459592.0
1688,282914.333333
1689,379294.933333
1690,407895.8
1691,296169.3
1692,375082.0
1693,375082.0
1694,320545.2
1695,309805.166667
1696,285253.2
1697,331386.666667
1698,244714.4
1699,247077.6
1700,292998.0
1701,334022.933333
1702,283202.833333
1703,369147.733333
1704,295062.933333
1705,410781.4
1706,421619.933333
1707,421331.333333
1708,327736.5
1709,330330.0
1710,348863.666667
1711,287978.166667
1712,337637.3
1713,418831.4
1714,620708.666667
1715,673112.933333
1716,541926.233333
1717,665706.0
1718,490476.333333
1719,438569.6
1720,692016.0
1721,657738.5
1722,454969.666667
1723,939071.233333
1724,704086.8
1725,798442.333333
1726,787342.333333
1727,822821.533333
1728,657472.2
1729,642667.2
1730,792407.0
1731,810016.8
1732,378772.333333
1733,529733.6
1734,510118.7
1735,559178.0
1736,571337.7
1737,524257.066667
1738,785792.0
1739,828059.7
1740,784332.0
1741,420574.0
1742,408121.2
1743,406732.333333
1744,414307.2
1745,404421.5
1746,453371.066667
1747,372680.533333
1748,389328.8
1749,454356.466667
1750,464555.666667
1751,445956.266667
1752,484562.4
1753,474667.2
1754,482254.3
1755,461840.4
1756,472869.6
1757,483096.6
1758,471517.866667
1759,648145.0
1760,557466.433333
1761,612558.866667
1762,603256.3
1763,667564.333333
1764,613881.333333
